legacy_id,question,context,factoid,old_category,old_support,A_atomicity,A_question_relevance,A_evidence_clarity,A_evidence_relation,A_primary_category,B_atomicity,B_question_relevance,B_evidence_clarity,B_evidence_relation,B_primary_category,final_label_source,adjudicator_raw_atomicity,adjudicator_raw_question_relevance,adjudicator_raw_evidence_clarity,adjudicator_raw_evidence_relation,adjudicator_raw_primary_category,final_atomicity,final_question_relevance,final_evidence_clarity,final_evidence_relation,final_primary_category,final_support_binary,final_eligibility,legacy_action,changed_dimensions
362,"According to the text, Breachacha Castle consists of how many structures on the shore of Loch Breachacha?"," Coll is known for its sandy beaches, which rise to form large sand dunes, for its corncrakes, and for Breacachadh Castle.Breachacha Castle (also spelled Breacachadh) is either of two structures on the shore of Loch Breachacha, on the Inner Hebridean island of Coll, Scotland.",4,Cat6,UNSUPPORTED,FAIL,PASS,CLEAR,CONTRADICTED,INVALID,FAIL,PASS,CLEAR,CONTRADICTED,INVALID,A_B_AGREEMENT,,,,,,FAIL,PASS,CLEAR,CONTRADICTED,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
363,What is a small network appliance and entertainment device that serves as a the media player for the iTunes Store?," It also serves as a media player for television shows and films purchased in the iTunes Store, replacing the ""Videos"" application on earlier versions of iOS.Apple TV is a digital media player and microconsole developed and sold by Apple Inc. It is a small network appliance and entertainment device that can receive digital data from a number of sources and stream it to a capable television.",Apple TV is a client device for content media.,Cat1,SUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat1,FAIL,PASS,AMBIGUOUS,NOT_ENOUGH_INFO,INVALID,THIRD_PERSON_ADJUDICATION,PASS,PASS,CLEAR,ENTAILED,Cat1,PASS,PASS,CLEAR,ENTAILED,Cat1,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,
364,what is the connection between Peter O'Meara and Norman Dike?," Lauded for his work on the London stage he came to the screen in the groundbreaking HBO series ""Band of Brothers"" playing 1st Lt Norman Dike. Dike was portrayed in the HBO miniseries ""Band of Brothers"" by Peter O'Meara.",Easy Company is part of the 101st Airborne Division.,Cat7,UNSUPPORTED,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
365,Michael Gambon did not portray Professor Albus Dumbledore in the Harry Potter films until after which event?,"Sir Michael John Gambon {'1': "", '2': "", '3': "", '4': ""} (born 19 October 1940) is an Irish-born English actor who has worked in theatre, television and film. Gambon has played the eponymous mystery writer protagonist in the BBC television serial ""The Singing Detective"", Jules Maigret in the 1990s ITV serial ""Maigret"", and Professor Albus Dumbledore in the final six ""Harry Potter"" films after the death of previous actor Richard Harris. For most of the series, he is the headmaster of the wizarding school Hogwarts.",He did not portray the character until after the death of previous actor Richard Harris.,Cat2,SUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat2,PASS,PASS,CLEAR,ENTAILED,Cat4,THIRD_PERSON_ADJUDICATION,PASS,PASS,CLEAR,ENTAILED,Cat4,PASS,PASS,CLEAR,ENTAILED,Cat4,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY
366,Which ocean covers the most surface area on Earth?,The Pacific Ocean is the largest and deepest of Earth's oceanic divisions. It extends from the Arctic Ocean in the north to the Southern Ocean in the south and covers more surface area than any other ocean.,The Pacific Ocean is the largest ocean on Earth.,Cat5,SUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat5,PASS,PASS,CLEAR,ENTAILED,Cat5,A_B_AGREEMENT,,,,,,PASS,PASS,CLEAR,ENTAILED,Cat5,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,
367,Where did the brown v board of education take place?,"Brown v. Board of Education National Historic Site ""Brown v. Board of Education"" National Historic Site was established in Topeka, Kansas, on October 26, 1992, by the United States Congress to commemorate the landmark U.S. Supreme Court decision aimed at ending racial segregation in public schools. On May 17, 1954, the Supreme Court unanimously declared that ""separate educational facilities are inherently unequal"" and, as such, violated the 14th Amendment to the United States Constitution, which guarantees all citizens ""equal protection of the laws."" The site consists of the Monroe Elementary School, one of the four segregated elementary schools for African

Brown v. Board of Education Brown v. Board of Education of Topeka, 347 U.S. 483 (1954), was a landmark United States Supreme Court case in which the Court declared state laws establishing separate public schools for black and white students to be unconstitutional. The decision effectively overturned the ""Plessy v. Ferguson"" decision of 1896, which allowed state-sponsored segregation, insofar as it applied to public education. Handed down on May 17, 1954, the Warren Court's unanimous (9–0) decision stated that ""separate educational facilities are inherently unequal."" As a result, ""de jure"" racial segregation was ruled a violation of the Equal Protection

Jones, Lance Newman, and Gloria Thompson. The U.S. Supreme Court's ruling in 1954, ""Brown v. Board of Education of Topeka"", Kansas had struck down the previous ruling on racial segregation ""Plessy v. Ferguson"" that held that facilities could be racially ""separate but equal."" ""Brown v. Board of Education"" ruled that ""racially separate educational facilities were inherently unequal."" The elected Arlington County School Board presumed that the state would defer to localities and in January 1956 announced plans to integrate Arlington schools. The state responded by suspending the county's right to an elected school board. The Arlington County Board, the ruling","Brown v. Board of Education did not uphold the ""separate but equal"" doctrine in public education.",Cat2,SUPPORTED,PASS,FAIL,CLEAR,ENTAILED,INVALID,PASS,FAIL,CLEAR,ENTAILED,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
368,The national flag of Ghana designed by Theodosia Okoh was adopted in which year?,"The national flag of Ghana was designed and adopted in 1957 and was flown until 1962, and then reinstated in 1966.Theodosia Salome Okoh (13 June 1922 – 19 April 2015) was a Ghanaian stateswoman, teacher and artist known for designing Ghana's flag in 1957.",The year is 1957.,Cat4,SUPPORTED,FAIL,PASS,CLEAR,ENTAILED,INVALID,FAIL,PASS,CLEAR,ENTAILED,INVALID,A_B_AGREEMENT,,,,,,FAIL,PASS,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
369,Who is fifa and how many member countries do they have?,"recognised by FIFA which oversee the game in the different continents and regions of the world. National associations, and not the continental confederations, are members of FIFA. The continental confederations are provided for in FIFA's statutes, and membership of a confederation is a prerequisite to FIFA membership. In total, FIFA recognises 211 national associations and their associated men's national teams as well as 129 women's national teams; see the list of national football teams and their respective country codes. FIFA has more member states than the UN as FIFA recognises 23 non-sovereign entities as distinct nations, such as the four

FIFA The Fédération Internationale de Football Association (FIFA ; French for 'International Federation of Association Football') is an organization which describes itself as an international governing body of association football, fútsal, and beach soccer. FIFA is responsible for the organization of football's major international tournaments, notably the World Cup which commenced in 1930 and the Women's World Cup which commenced in 1991. FIFA was founded in 1904 to oversee international competition among the national associations of Belgium, Denmark, France, Germany, the Netherlands, Spain, Sweden, and Switzerland. Headquartered in Zürich, its membership now comprises 211 national associations. Member countries must each

European nations at the FIFA World Cup Association football is the most popular sport in nearly every European country, and UEFA is one of the six confederations of world football's governing body FIFA. UEFA contains 55 national association members, some of which partially or entirely located in Asia. A total of 33 of the current members of UEFA have competed at the men's FIFA World Cup, while the defunct East Germany qualified once. The team ranking in each tournament is according to FIFA. The rankings, apart from the top four positions (top two in 1930), are not a result of",The International Federation of Association Football is the highest governing body of association football.,Cat5,SUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat1,PASS,PASS,CLEAR,ENTAILED,Cat1,A_B_AGREEMENT,,,,,,PASS,PASS,CLEAR,ENTAILED,Cat1,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY
370,Song at the end of who dat boy?,"accompanied music video was uploaded on June 29, 2017 on Tyler's official YouTube channel. The music video was directed by Tyler under the pseudonym Wolf Haley. The music video features visual allusions to the 2017 film ""Get Out"" and rapper Action Bronson's face being sewn onto Tyler's. It also features a snippet of the song ""911"" at the end of the track. Who Dat Boy ""Who Dat Boy"" is a song by American rapper Tyler, the Creator. It was released on June 30, 2017 alongside, ""911 / Mr. Lonely"" through Columbia Records, as the lead singles from his fourth studio

Who Dat Boy ""Who Dat Boy"" is a song by American rapper Tyler, the Creator. It was released on June 30, 2017 alongside, ""911 / Mr. Lonely"" through Columbia Records, as the lead singles from his fourth studio album ""Flower Boy"". The song features vocals from ASAP Rocky. Tyler, the Creator began a one-week countdown on Twitter and Instagram to promote and release the two dual-singles called ""Who Dat Boy"" and ""911 / Mr. Lonely"" on June 30, 2017. The single is Tyler, the Creator's highest charting single to date debuting at 87 on the ""Billboard"" Hot 100. The song

before the announced release date of July 21. After a one-week countdown on Twitter and Instagram, Tyler, the Creator released a music video, titled ""Who Dat Boy"", to his official YouTube channel on June 29, 2017. The album's lead single, ""Who Dat Boy"" / ""911"", containing two songs: ""Who Dat Boy"" and ""911 / Mr. Lonely"" was released on June 30, 2017. The single peaked at number 87 on the US ""Billboard"" Hot 100. The album's second single, ""Boredom"", was released on July 11, 2017. The album's third single, ""I Ain't Got Time!"", was released on July 19, 2017. The","""911/Mr. Lonely"" was released through Columbia Records.",Cat7,SUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat1,PASS,FAIL,CLEAR,ENTAILED,INVALID,THIRD_PERSON_ADJUDICATION,PASS,FAIL,CLEAR,ENTAILED,Cat1,PASS,FAIL,CLEAR,ENTAILED,INVALID,SUPPORTED,INVALID,REMOVE,ELIGIBILITY
371,Hamid Ali Khan belongs to which group as a part of Hindustani classical music?," He belongs to the Patiala gharana.The Patiala gharana is one of the ""gharanas"" of vocal Hindustani classical music.",Patiala gharana has produced many notable musicians over the years.,Cat3,UNSUPPORTED,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
372,Space Island One starred what English actress who is married to roy battersby," A co-production between the UK's Sky One channel and the German Vox channel, it starred Judy Loe as Kathryn McTiernan, the commander of the multinational crew of the space station ""Unity"".Judith Margaret ""Judy"" Loe (born 6 March 1947) is an English actress.",Judy Loe is the actress who starred in Space Island One.,Cat7,SUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat1,PASS,PASS,CLEAR,ENTAILED,Cat1,A_B_AGREEMENT,,,,,,PASS,PASS,CLEAR,ENTAILED,Cat1,SUPPORTED,ELIGIBLE,RELABEL,CATEGORY
373,Who did doc hudson's voice in cars?,"Doc Hudson Doc Hudson (also known as The Fabulous Hudson Hornet or simply Doc) is an animated, anthropomorphic retired race car who appears in the 2006 Pixar film ""Cars"" as a medical doctor and a local judge. He is voiced by actor Paul Newman in the first and third films and video game, and Corey Burton in all other media. Six-time Turismo Carretera champion Juan María Traverso voiced the character in the Rioplatense Spanish version of the first film. He is modeled after a 1951 Hudson Hornet. Doc Hudson (Voiced by Paul Newman in his last non-documentary film role) was

to win two NASCAR premier series championships (1951 and 1953). Doc Hudson Doc Hudson (also known as The Fabulous Hudson Hornet or simply Doc) is an animated, anthropomorphic retired race car who appears in the 2006 Pixar film ""Cars"" as a medical doctor and a local judge. He is voiced by actor Paul Newman in the first and third films and video game, and Corey Burton in all other media. Six-time Turismo Carretera champion Juan María Traverso voiced the character in the Rioplatense Spanish version of the first film. He is modeled after a 1951 Hudson Hornet. Doc Hudson (Voiced

Russo) in which he played the dissolute father of the protagonist, Miles Roby, and for which he won a Golden Globe and a Primetime Emmy. In 2006, in keeping with his strong interest in car racing, he provided the voice of Doc Hudson, a retired anthropomorphic race car, in Disney/Pixar's ""Cars"" — this was his final role for a major feature film. While not in the sequel ""Cars 2"" (2011), his voice was later used in the third film, ""Cars 3"" (2017), for which he received billing, almost nine years after his death. Newman retired from acting in May 2007,",The voice of Doc Hudson of the Pixar Cars films in all other English media is done by Corey Burton.,Cat3,SUPPORTED,PASS,PASS,CLEAR,ENTAILED,Cat1,PASS,PASS,CLEAR,ENTAILED,Cat3,THIRD_PERSON_ADJUDICATION,PASS,PASS,CLEAR,ENTAILED,Cat3,PASS,PASS,CLEAR,ENTAILED,Cat3,SUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,
374,Guitars for Wounded Warriors is an album that was recorded in the village in which New York county?," All tracks were recorded at Tarquin's Jungle Room Studios in New Paltz (village), New York.New Paltz is a village in Ulster County located in the U.S. state of New York.",Ulster County offers pumpkin picking in the fall.,Cat4,UNSUPPORTED,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
375,Statistician Walter Francis Willcox received three degrees from a local college in Massachusetts. Which college?," He was graduated from Phillips Academy, Andover, in 1880, from Amherst College in 1884 with an A.B., and in 1888 received an A.M. degree from Amherst College. In 1906 he received an honorary LL.D. degree from Amherst College.Amherst College ( ) is a private liberal arts college located in Amherst, Massachusetts, United States.",Henry Ward Beecher was a prominent 19th-century clergyman.,Cat4,UNSUPPORTED,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,A_B_AGREEMENT,,,,,,PASS,FAIL,CLEAR,NOT_ENOUGH_INFO,INVALID,UNSUPPORTED,INVALID,REMOVE,ELIGIBILITY
376,How does the Amazon River compare with the Nile River?,"The Amazon River is one of the longest rivers in the world and carries more water than any other river. It flows through several South American countries, including Peru, Colombia, and Brazil. The Nile River, located in northeastern Africa, has traditionally been regarded as the longest river in the world. For decades, geographers have debated whether the Nile or the Amazon is longer, depending on the measurement method used. Despite this debate, the Amazon remains the largest river by discharge volume and contains the world's largest drainage basin. The river supports a vast ecosystem and is home to thousands of species of fish, birds, and mammals. The Amazon rainforest surrounding the river is one of the most biodiverse regions on Earth and plays a major role in regulating the global climate.",The Amazon River is definitively longer than the Nile River.,Cat5,UNSUPPORTED,PASS,PASS,AMBIGUOUS,NOT_ENOUGH_INFO,Cat5,PASS,PASS,CLEAR,CONTRADICTED,Cat5,THIRD_PERSON_ADJUDICATION,PASS,PASS,CLEAR,CONTRADICTED,Cat5,PASS,PASS,CLEAR,CONTRADICTED,Cat5,UNSUPPORTED,ELIGIBLE,RETAIN_UNCHANGED,
